Run,gain,Best fit,Mean,STD,BEST SOL
['Test 0 - Gen 0'],-60.0,29.84939723155372,-0.559070397793242,9.3098787585242,"[-0.29127791 -0.67213174  0.84357416 -0.17803127 -0.39071326 -0.82083146
  0.101095    0.21822112 -0.07983091 -0.43905257 -0.78194018 -0.9259438
  0.06599827  0.22753458 -0.62478352 -0.1230588  -0.30978906  0.34756481
 -0.40786292  0.64074394 -0.31558549 -0.61805452  0.77976196 -0.18699949
  0.44766909  0.37481912 -0.64262366 -0.15078142 -0.63518575  0.67074108
 -0.71051635  0.07861836  0.01851964 -0.83685685  0.7755278  -0.09248792
 -0.29628475  0.69010739  0.7094919  -0.51912504  0.33193854  0.40626587
  0.77525223 -0.2312332  -0.77506171  0.20408092  0.0844673   0.71540033
  0.73226566 -0.74219395  0.18044046 -0.60094074  0.26155914  0.41353081
 -0.48753824  0.12895918 -0.85916639 -0.48386146 -0.79793656 -0.25759758
 -0.94049791  0.50015863  0.09307719 -0.62251446 -0.77259788  0.02548445
 -0.46418875  0.48094909  0.82238636  0.77490142 -0.983636    0.95823753
 -0.74270666  0.68820521 -0.99784026 -0.93455686 -0.84600411  0.73095915
  0.15038667 -0.48553385 -0.14012311  0.9447038  -0.58851923  0.84305758
 -0.30616664  0.34232193 -0.01190291 -0.8794937  -0.12079771  0.79314399
 -0.80521682 -0.91591593 -0.41313362 -0.65718345  0.60776038  0.50467858
  0.6347436  -0.56776916 -0.94090485  0.01612743  0.94822477  0.51923321
 -0.9371789   0.83622857 -0.86676213  0.87186663  0.60366744 -0.36862136
  0.7874817  -0.06165374 -0.7251559  -0.91540512 -0.83100232 -0.12986804
  0.6236955   0.5713351   0.67420985 -0.64239336 -0.20931274 -0.6730695
 -0.30175658  0.53375486  0.96927974  0.6459299   0.48399154  0.26271833
  0.88452133  0.83322727  0.5343291   0.34106951  0.7678617  -0.70420501
 -0.14392994  0.28115771 -0.02927397  0.00661786 -0.20442801 -0.6532062
  0.36657595  0.60198496 -0.4187321   0.15242142  0.98131578 -0.6128869
  0.28602584  0.06695178  0.04523387  0.76225544  0.60015293 -0.24222666
  0.35161577 -0.98141538 -0.54492331  0.14174756  0.14278516 -0.56417155
 -0.96898524 -0.84835632  0.05101023 -0.47864386  0.63714546 -0.3618029
 -0.18346009  0.88041943 -0.31233341  0.50297316  0.71245308  0.21597936
 -0.57694215  0.74898811  0.78091445 -0.57275795 -0.53605384  0.6725879
  0.83262254 -0.85930763  0.05360399  0.86962461  0.78032978  0.2192487
  0.59621893  0.77415552  0.07233637  0.39394913  0.22718926  0.11897547
  0.25608179 -0.34622908  0.34915583  0.42652234 -0.05201892 -0.74862293
  0.57654291 -0.86697909 -0.10326701 -0.95473814 -0.12024663  0.90320963
  0.06877671  0.55716774 -0.70542141 -0.98399969  0.95445817  0.1433603
 -0.05730475 -0.47969639 -0.86525082 -0.01635714  0.28555876  0.63444912
 -0.65814122 -0.02660349  0.44722787  0.91621509 -0.92039759 -0.700975
 -0.75446822  0.72994613 -0.41312722  0.73656016 -0.23580843  0.4958864
  0.4484871   0.00613753 -0.35983886  0.62842965 -0.0206601   0.90419448
 -0.18855995 -0.31841735 -0.59175148 -0.8676854   0.89632525 -0.34254523
  0.97497849  0.45614234 -0.15972112 -0.42301794 -0.2138086  -0.1834857
 -0.06752317 -0.45203721 -0.95333636 -0.27154743 -0.10720126 -0.43265177
 -0.37330786 -0.67914217  0.91550597 -0.65209432 -0.10567811  0.5312082
 -0.22181623  0.89142341 -0.9099832  -0.1875992   0.12177006 -0.3003627
  0.83098195  0.83024686 -0.06035791 -0.53931991 -0.67095968 -0.47299807
  0.69582078]"
['Test 0 - Gen 1'],-60.0,29.84939723155372,2.8784291914852713,11.399039558498094,"[-0.29127791 -0.67213174  0.84357416 -0.17803127 -0.39071326 -0.82083146
  0.101095    0.21822112 -0.07983091 -0.43905257 -0.78194018 -0.9259438
  0.06599827  0.22753458 -0.62478352 -0.1230588  -0.30978906  0.34756481
 -0.40786292  0.64074394 -0.31558549 -0.61805452  0.77976196 -0.18699949
  0.44766909  0.37481912 -0.64262366 -0.15078142 -0.63518575  0.67074108
 -0.71051635  0.07861836  0.01851964 -0.83685685  0.7755278  -0.09248792
 -0.29628475  0.69010739  0.7094919  -0.51912504  0.33193854  0.40626587
  0.77525223 -0.2312332  -0.77506171  0.20408092  0.0844673   0.71540033
  0.73226566 -0.74219395  0.18044046 -0.60094074  0.26155914  0.41353081
 -0.48753824  0.12895918 -0.85916639 -0.48386146 -0.79793656 -0.25759758
 -0.94049791  0.50015863  0.09307719 -0.62251446 -0.77259788  0.02548445
 -0.46418875  0.48094909  0.82238636  0.77490142 -0.983636    0.95823753
 -0.74270666  0.68820521 -0.99784026 -0.93455686 -0.84600411  0.73095915
  0.15038667 -0.48553385 -0.14012311  0.9447038  -0.58851923  0.84305758
 -0.30616664  0.34232193 -0.01190291 -0.8794937  -0.12079771  0.79314399
 -0.80521682 -0.91591593 -0.41313362 -0.65718345  0.60776038  0.50467858
  0.6347436  -0.56776916 -0.94090485  0.01612743  0.94822477  0.51923321
 -0.9371789   0.83622857 -0.86676213  0.87186663  0.60366744 -0.36862136
  0.7874817  -0.06165374 -0.7251559  -0.91540512 -0.83100232 -0.12986804
  0.6236955   0.5713351   0.67420985 -0.64239336 -0.20931274 -0.6730695
 -0.30175658  0.53375486  0.96927974  0.6459299   0.48399154  0.26271833
  0.88452133  0.83322727  0.5343291   0.34106951  0.7678617  -0.70420501
 -0.14392994  0.28115771 -0.02927397  0.00661786 -0.20442801 -0.6532062
  0.36657595  0.60198496 -0.4187321   0.15242142  0.98131578 -0.6128869
  0.28602584  0.06695178  0.04523387  0.76225544  0.60015293 -0.24222666
  0.35161577 -0.98141538 -0.54492331  0.14174756  0.14278516 -0.56417155
 -0.96898524 -0.84835632  0.05101023 -0.47864386  0.63714546 -0.3618029
 -0.18346009  0.88041943 -0.31233341  0.50297316  0.71245308  0.21597936
 -0.57694215  0.74898811  0.78091445 -0.57275795 -0.53605384  0.6725879
  0.83262254 -0.85930763  0.05360399  0.86962461  0.78032978  0.2192487
  0.59621893  0.77415552  0.07233637  0.39394913  0.22718926  0.11897547
  0.25608179 -0.34622908  0.34915583  0.42652234 -0.05201892 -0.74862293
  0.57654291 -0.86697909 -0.10326701 -0.95473814 -0.12024663  0.90320963
  0.06877671  0.55716774 -0.70542141 -0.98399969  0.95445817  0.1433603
 -0.05730475 -0.47969639 -0.86525082 -0.01635714  0.28555876  0.63444912
 -0.65814122 -0.02660349  0.44722787  0.91621509 -0.92039759 -0.700975
 -0.75446822  0.72994613 -0.41312722  0.73656016 -0.23580843  0.4958864
  0.4484871   0.00613753 -0.35983886  0.62842965 -0.0206601   0.90419448
 -0.18855995 -0.31841735 -0.59175148 -0.8676854   0.89632525 -0.34254523
  0.97497849  0.45614234 -0.15972112 -0.42301794 -0.2138086  -0.1834857
 -0.06752317 -0.45203721 -0.95333636 -0.27154743 -0.10720126 -0.43265177
 -0.37330786 -0.67914217  0.91550597 -0.65209432 -0.10567811  0.5312082
 -0.22181623  0.89142341 -0.9099832  -0.1875992   0.12177006 -0.3003627
  0.83098195  0.83024686 -0.06035791 -0.53931991 -0.67095968 -0.47299807
  0.69582078]"
['Test 0 - Gen 2'],-60.0,29.84939723155372,7.362939224769589,12.678139839625324,"[-0.29127791 -0.67213174  0.84357416 -0.17803127 -0.39071326 -0.82083146
  0.101095    0.21822112 -0.07983091 -0.43905257 -0.78194018 -0.9259438
  0.06599827  0.22753458 -0.62478352 -0.1230588  -0.30978906  0.34756481
 -0.40786292  0.64074394 -0.31558549 -0.61805452  0.77976196 -0.18699949
  0.44766909  0.37481912 -0.64262366 -0.15078142 -0.63518575  0.67074108
 -0.71051635  0.07861836  0.01851964 -0.83685685  0.7755278  -0.09248792
 -0.29628475  0.69010739  0.7094919  -0.51912504  0.33193854  0.40626587
  0.77525223 -0.2312332  -0.77506171  0.20408092  0.0844673   0.71540033
  0.73226566 -0.74219395  0.18044046 -0.60094074  0.26155914  0.41353081
 -0.48753824  0.12895918 -0.85916639 -0.48386146 -0.79793656 -0.25759758
 -0.94049791  0.50015863  0.09307719 -0.62251446 -0.77259788  0.02548445
 -0.46418875  0.48094909  0.82238636  0.77490142 -0.983636    0.95823753
 -0.74270666  0.68820521 -0.99784026 -0.93455686 -0.84600411  0.73095915
  0.15038667 -0.48553385 -0.14012311  0.9447038  -0.58851923  0.84305758
 -0.30616664  0.34232193 -0.01190291 -0.8794937  -0.12079771  0.79314399
 -0.80521682 -0.91591593 -0.41313362 -0.65718345  0.60776038  0.50467858
  0.6347436  -0.56776916 -0.94090485  0.01612743  0.94822477  0.51923321
 -0.9371789   0.83622857 -0.86676213  0.87186663  0.60366744 -0.36862136
  0.7874817  -0.06165374 -0.7251559  -0.91540512 -0.83100232 -0.12986804
  0.6236955   0.5713351   0.67420985 -0.64239336 -0.20931274 -0.6730695
 -0.30175658  0.53375486  0.96927974  0.6459299   0.48399154  0.26271833
  0.88452133  0.83322727  0.5343291   0.34106951  0.7678617  -0.70420501
 -0.14392994  0.28115771 -0.02927397  0.00661786 -0.20442801 -0.6532062
  0.36657595  0.60198496 -0.4187321   0.15242142  0.98131578 -0.6128869
  0.28602584  0.06695178  0.04523387  0.76225544  0.60015293 -0.24222666
  0.35161577 -0.98141538 -0.54492331  0.14174756  0.14278516 -0.56417155
 -0.96898524 -0.84835632  0.05101023 -0.47864386  0.63714546 -0.3618029
 -0.18346009  0.88041943 -0.31233341  0.50297316  0.71245308  0.21597936
 -0.57694215  0.74898811  0.78091445 -0.57275795 -0.53605384  0.6725879
  0.83262254 -0.85930763  0.05360399  0.86962461  0.78032978  0.2192487
  0.59621893  0.77415552  0.07233637  0.39394913  0.22718926  0.11897547
  0.25608179 -0.34622908  0.34915583  0.42652234 -0.05201892 -0.74862293
  0.57654291 -0.86697909 -0.10326701 -0.95473814 -0.12024663  0.90320963
  0.06877671  0.55716774 -0.70542141 -0.98399969  0.95445817  0.1433603
 -0.05730475 -0.47969639 -0.86525082 -0.01635714  0.28555876  0.63444912
 -0.65814122 -0.02660349  0.44722787  0.91621509 -0.92039759 -0.700975
 -0.75446822  0.72994613 -0.41312722  0.73656016 -0.23580843  0.4958864
  0.4484871   0.00613753 -0.35983886  0.62842965 -0.0206601   0.90419448
 -0.18855995 -0.31841735 -0.59175148 -0.8676854   0.89632525 -0.34254523
  0.97497849  0.45614234 -0.15972112 -0.42301794 -0.2138086  -0.1834857
 -0.06752317 -0.45203721 -0.95333636 -0.27154743 -0.10720126 -0.43265177
 -0.37330786 -0.67914217  0.91550597 -0.65209432 -0.10567811  0.5312082
 -0.22181623  0.89142341 -0.9099832  -0.1875992   0.12177006 -0.3003627
  0.83098195  0.83024686 -0.06035791 -0.53931991 -0.67095968 -0.47299807
  0.69582078]"
['Test 0 - Gen 3'],-40.0,47.63352955226856,14.308179822917896,11.970896280768716,"[-0.34260778  0.12712629  0.04170522 -0.37477679 -0.198492   -0.35535143
 -0.09596095  0.01259588 -0.13595573 -0.83261829  0.51034891 -0.45476469
  0.02546372  0.12766865  0.59156888 -0.23088225  0.0669516   0.01151862
 -0.08407831  0.05392549 -0.58096266  0.27318433  1.14181506 -0.18835419
  0.06358625 -0.49067236 -0.69140803  0.91907648 -0.11782532 -0.44259655
 -0.02768928 -0.1973826   1.01659174 -0.26858357 -0.01639354 -0.02855462
 -0.53940747 -0.06364249  0.22451731 -0.40708888  1.00213667 -0.18012292
 -0.15005152 -0.98718105 -0.39871312  0.07929582 -0.6479891  -0.1894474
 -0.13397608  0.15323193  0.04891369 -0.21972856  0.40838674  0.31219434
 -0.52661397  0.17655922 -0.24435876  0.02107013 -0.2790858  -0.08405944
 -0.82573403  0.17319598 -0.78801655  0.85403203 -0.2785968  -0.41580187
 -0.92855824  0.31179337 -1.065528    0.19307658  0.00548103 -0.04292642
  0.078383    0.63082179 -0.22532431 -0.46500861  0.09996172  0.32388932
  0.49568878  0.29447653 -0.00963646 -0.02148738  0.00752685  0.05507019
 -0.23628781 -0.39623381  0.00618089 -0.041853   -0.43053783  0.11514833
 -0.25961504 -0.4802432   0.18703901 -0.38360087  0.24935855 -1.02045766
 -0.9317396  -0.11734798 -0.13115337 -0.33728694 -0.3124073   0.04899597
 -0.23237792  0.07897718 -0.31423121  0.48258215  0.34873955  0.36001502
  0.31578704  0.61138326  0.18668171  0.03778628 -0.14256062 -0.17264965
 -0.06629962  0.84294922  0.26551661 -0.16583364  0.28817541 -0.82855768
  0.14620588 -0.6802759  -0.17434589 -0.67946123  1.09485906  0.13169328
  0.00435701  0.17254515  0.63155777  0.44743287 -0.01665675 -0.49814741
  0.27625282 -0.73103073  1.020379    0.17543231  0.68920759  0.0793223
  0.26830824  0.03119671  0.06624521  0.27311734 -0.21044345  0.1320864
  0.61631472  0.44449915  0.03785915  0.63323693  0.12092218 -0.35609168
  1.53913739 -0.58484205  0.19708536  0.09655382  0.03721156 -0.08977899
  1.18257624 -0.64970709 -0.02848413 -0.41851806  0.05570518  0.09332841
 -0.41501101 -0.17011662  0.41968076 -0.20618106 -0.42396481  0.04377008
 -0.35869352  0.07728994 -0.22565564 -0.43960976  0.14923543 -0.58028634
  0.24924813 -0.10376784 -0.33475408  0.02450083 -0.07335579 -0.47005679
  0.15856909  0.31254173  0.12762326  0.07917856 -0.75624019 -0.19140237
 -0.55871368 -0.15466997 -0.07109753 -0.1484801  -0.81921566  0.10053503
  0.40241835  0.08354868 -0.30575714 -0.27464751  0.39127365  0.38504805
 -0.10307845 -0.36866502  0.79830375  0.00536616 -0.04204893  0.17262723
 -0.35997364 -0.70826125 -0.57453663 -0.16541844  0.21730348  0.47410404
 -0.69213283  0.14197229  0.15400739 -0.05510224 -0.8706819   0.67694005
  0.25240485  0.98002752  0.39904816  0.29539936 -0.30224197  0.18167604
  0.81049618 -0.01295114 -0.07301049 -0.18198162 -0.17295229 -0.08451352
  0.03450057  0.34556953 -0.51791267  0.15376875  0.27456283 -0.33712177
 -0.3197354   0.31520098 -0.20161615 -0.27092943 -0.35520843 -0.51685795
 -0.24051594  0.08077662 -0.15721393 -0.18620106 -0.19898423  0.47996581
 -0.4458096   0.12739784  0.08993562 -0.0279805  -0.274367    0.01699254
 -0.82422013  0.71984543  0.21864585 -0.12218317 -0.64567979 -0.24013576
  1.11299643 -0.03026714  0.17986598 -0.17865661  0.39438574  0.14783888
 -0.03480515]"
['Test 0 - Gen 4'],-40.0,47.63352955226856,14.09935474759882,11.696760547676146,"[-0.34260778  0.12712629  0.04170522 -0.37477679 -0.198492   -0.35535143
 -0.09596095  0.01259588 -0.13595573 -0.83261829  0.51034891 -0.45476469
  0.02546372  0.12766865  0.59156888 -0.23088225  0.0669516   0.01151862
 -0.08407831  0.05392549 -0.58096266  0.27318433  1.14181506 -0.18835419
  0.06358625 -0.49067236 -0.69140803  0.91907648 -0.11782532 -0.44259655
 -0.02768928 -0.1973826   1.01659174 -0.26858357 -0.01639354 -0.02855462
 -0.53940747 -0.06364249  0.22451731 -0.40708888  1.00213667 -0.18012292
 -0.15005152 -0.98718105 -0.39871312  0.07929582 -0.6479891  -0.1894474
 -0.13397608  0.15323193  0.04891369 -0.21972856  0.40838674  0.31219434
 -0.52661397  0.17655922 -0.24435876  0.02107013 -0.2790858  -0.08405944
 -0.82573403  0.17319598 -0.78801655  0.85403203 -0.2785968  -0.41580187
 -0.92855824  0.31179337 -1.065528    0.19307658  0.00548103 -0.04292642
  0.078383    0.63082179 -0.22532431 -0.46500861  0.09996172  0.32388932
  0.49568878  0.29447653 -0.00963646 -0.02148738  0.00752685  0.05507019
 -0.23628781 -0.39623381  0.00618089 -0.041853   -0.43053783  0.11514833
 -0.25961504 -0.4802432   0.18703901 -0.38360087  0.24935855 -1.02045766
 -0.9317396  -0.11734798 -0.13115337 -0.33728694 -0.3124073   0.04899597
 -0.23237792  0.07897718 -0.31423121  0.48258215  0.34873955  0.36001502
  0.31578704  0.61138326  0.18668171  0.03778628 -0.14256062 -0.17264965
 -0.06629962  0.84294922  0.26551661 -0.16583364  0.28817541 -0.82855768
  0.14620588 -0.6802759  -0.17434589 -0.67946123  1.09485906  0.13169328
  0.00435701  0.17254515  0.63155777  0.44743287 -0.01665675 -0.49814741
  0.27625282 -0.73103073  1.020379    0.17543231  0.68920759  0.0793223
  0.26830824  0.03119671  0.06624521  0.27311734 -0.21044345  0.1320864
  0.61631472  0.44449915  0.03785915  0.63323693  0.12092218 -0.35609168
  1.53913739 -0.58484205  0.19708536  0.09655382  0.03721156 -0.08977899
  1.18257624 -0.64970709 -0.02848413 -0.41851806  0.05570518  0.09332841
 -0.41501101 -0.17011662  0.41968076 -0.20618106 -0.42396481  0.04377008
 -0.35869352  0.07728994 -0.22565564 -0.43960976  0.14923543 -0.58028634
  0.24924813 -0.10376784 -0.33475408  0.02450083 -0.07335579 -0.47005679
  0.15856909  0.31254173  0.12762326  0.07917856 -0.75624019 -0.19140237
 -0.55871368 -0.15466997 -0.07109753 -0.1484801  -0.81921566  0.10053503
  0.40241835  0.08354868 -0.30575714 -0.27464751  0.39127365  0.38504805
 -0.10307845 -0.36866502  0.79830375  0.00536616 -0.04204893  0.17262723
 -0.35997364 -0.70826125 -0.57453663 -0.16541844  0.21730348  0.47410404
 -0.69213283  0.14197229  0.15400739 -0.05510224 -0.8706819   0.67694005
  0.25240485  0.98002752  0.39904816  0.29539936 -0.30224197  0.18167604
  0.81049618 -0.01295114 -0.07301049 -0.18198162 -0.17295229 -0.08451352
  0.03450057  0.34556953 -0.51791267  0.15376875  0.27456283 -0.33712177
 -0.3197354   0.31520098 -0.20161615 -0.27092943 -0.35520843 -0.51685795
 -0.24051594  0.08077662 -0.15721393 -0.18620106 -0.19898423  0.47996581
 -0.4458096   0.12739784  0.08993562 -0.0279805  -0.274367    0.01699254
 -0.82422013  0.71984543  0.21864585 -0.12218317 -0.64567979 -0.24013576
  1.11299643 -0.03026714  0.17986598 -0.17865661  0.39438574  0.14783888
 -0.03480515]"
['Test 0 - Gen 5'],-40.0,47.63352955226856,14.661104127400764,11.794245894267489,"[-0.34260778  0.12712629  0.04170522 -0.37477679 -0.198492   -0.35535143
 -0.09596095  0.01259588 -0.13595573 -0.83261829  0.51034891 -0.45476469
  0.02546372  0.12766865  0.59156888 -0.23088225  0.0669516   0.01151862
 -0.08407831  0.05392549 -0.58096266  0.27318433  1.14181506 -0.18835419
  0.06358625 -0.49067236 -0.69140803  0.91907648 -0.11782532 -0.44259655
 -0.02768928 -0.1973826   1.01659174 -0.26858357 -0.01639354 -0.02855462
 -0.53940747 -0.06364249  0.22451731 -0.40708888  1.00213667 -0.18012292
 -0.15005152 -0.98718105 -0.39871312  0.07929582 -0.6479891  -0.1894474
 -0.13397608  0.15323193  0.04891369 -0.21972856  0.40838674  0.31219434
 -0.52661397  0.17655922 -0.24435876  0.02107013 -0.2790858  -0.08405944
 -0.82573403  0.17319598 -0.78801655  0.85403203 -0.2785968  -0.41580187
 -0.92855824  0.31179337 -1.065528    0.19307658  0.00548103 -0.04292642
  0.078383    0.63082179 -0.22532431 -0.46500861  0.09996172  0.32388932
  0.49568878  0.29447653 -0.00963646 -0.02148738  0.00752685  0.05507019
 -0.23628781 -0.39623381  0.00618089 -0.041853   -0.43053783  0.11514833
 -0.25961504 -0.4802432   0.18703901 -0.38360087  0.24935855 -1.02045766
 -0.9317396  -0.11734798 -0.13115337 -0.33728694 -0.3124073   0.04899597
 -0.23237792  0.07897718 -0.31423121  0.48258215  0.34873955  0.36001502
  0.31578704  0.61138326  0.18668171  0.03778628 -0.14256062 -0.17264965
 -0.06629962  0.84294922  0.26551661 -0.16583364  0.28817541 -0.82855768
  0.14620588 -0.6802759  -0.17434589 -0.67946123  1.09485906  0.13169328
  0.00435701  0.17254515  0.63155777  0.44743287 -0.01665675 -0.49814741
  0.27625282 -0.73103073  1.020379    0.17543231  0.68920759  0.0793223
  0.26830824  0.03119671  0.06624521  0.27311734 -0.21044345  0.1320864
  0.61631472  0.44449915  0.03785915  0.63323693  0.12092218 -0.35609168
  1.53913739 -0.58484205  0.19708536  0.09655382  0.03721156 -0.08977899
  1.18257624 -0.64970709 -0.02848413 -0.41851806  0.05570518  0.09332841
 -0.41501101 -0.17011662  0.41968076 -0.20618106 -0.42396481  0.04377008
 -0.35869352  0.07728994 -0.22565564 -0.43960976  0.14923543 -0.58028634
  0.24924813 -0.10376784 -0.33475408  0.02450083 -0.07335579 -0.47005679
  0.15856909  0.31254173  0.12762326  0.07917856 -0.75624019 -0.19140237
 -0.55871368 -0.15466997 -0.07109753 -0.1484801  -0.81921566  0.10053503
  0.40241835  0.08354868 -0.30575714 -0.27464751  0.39127365  0.38504805
 -0.10307845 -0.36866502  0.79830375  0.00536616 -0.04204893  0.17262723
 -0.35997364 -0.70826125 -0.57453663 -0.16541844  0.21730348  0.47410404
 -0.69213283  0.14197229  0.15400739 -0.05510224 -0.8706819   0.67694005
  0.25240485  0.98002752  0.39904816  0.29539936 -0.30224197  0.18167604
  0.81049618 -0.01295114 -0.07301049 -0.18198162 -0.17295229 -0.08451352
  0.03450057  0.34556953 -0.51791267  0.15376875  0.27456283 -0.33712177
 -0.3197354   0.31520098 -0.20161615 -0.27092943 -0.35520843 -0.51685795
 -0.24051594  0.08077662 -0.15721393 -0.18620106 -0.19898423  0.47996581
 -0.4458096   0.12739784  0.08993562 -0.0279805  -0.274367    0.01699254
 -0.82422013  0.71984543  0.21864585 -0.12218317 -0.64567979 -0.24013576
  1.11299643 -0.03026714  0.17986598 -0.17865661  0.39438574  0.14783888
 -0.03480515]"
['Test 0 - Gen 6'],-40.0,47.63352955226856,16.958588486294342,10.338011179257892,"[-0.34260778  0.12712629  0.04170522 -0.37477679 -0.198492   -0.35535143
 -0.09596095  0.01259588 -0.13595573 -0.83261829  0.51034891 -0.45476469
  0.02546372  0.12766865  0.59156888 -0.23088225  0.0669516   0.01151862
 -0.08407831  0.05392549 -0.58096266  0.27318433  1.14181506 -0.18835419
  0.06358625 -0.49067236 -0.69140803  0.91907648 -0.11782532 -0.44259655
 -0.02768928 -0.1973826   1.01659174 -0.26858357 -0.01639354 -0.02855462
 -0.53940747 -0.06364249  0.22451731 -0.40708888  1.00213667 -0.18012292
 -0.15005152 -0.98718105 -0.39871312  0.07929582 -0.6479891  -0.1894474
 -0.13397608  0.15323193  0.04891369 -0.21972856  0.40838674  0.31219434
 -0.52661397  0.17655922 -0.24435876  0.02107013 -0.2790858  -0.08405944
 -0.82573403  0.17319598 -0.78801655  0.85403203 -0.2785968  -0.41580187
 -0.92855824  0.31179337 -1.065528    0.19307658  0.00548103 -0.04292642
  0.078383    0.63082179 -0.22532431 -0.46500861  0.09996172  0.32388932
  0.49568878  0.29447653 -0.00963646 -0.02148738  0.00752685  0.05507019
 -0.23628781 -0.39623381  0.00618089 -0.041853   -0.43053783  0.11514833
 -0.25961504 -0.4802432   0.18703901 -0.38360087  0.24935855 -1.02045766
 -0.9317396  -0.11734798 -0.13115337 -0.33728694 -0.3124073   0.04899597
 -0.23237792  0.07897718 -0.31423121  0.48258215  0.34873955  0.36001502
  0.31578704  0.61138326  0.18668171  0.03778628 -0.14256062 -0.17264965
 -0.06629962  0.84294922  0.26551661 -0.16583364  0.28817541 -0.82855768
  0.14620588 -0.6802759  -0.17434589 -0.67946123  1.09485906  0.13169328
  0.00435701  0.17254515  0.63155777  0.44743287 -0.01665675 -0.49814741
  0.27625282 -0.73103073  1.020379    0.17543231  0.68920759  0.0793223
  0.26830824  0.03119671  0.06624521  0.27311734 -0.21044345  0.1320864
  0.61631472  0.44449915  0.03785915  0.63323693  0.12092218 -0.35609168
  1.53913739 -0.58484205  0.19708536  0.09655382  0.03721156 -0.08977899
  1.18257624 -0.64970709 -0.02848413 -0.41851806  0.05570518  0.09332841
 -0.41501101 -0.17011662  0.41968076 -0.20618106 -0.42396481  0.04377008
 -0.35869352  0.07728994 -0.22565564 -0.43960976  0.14923543 -0.58028634
  0.24924813 -0.10376784 -0.33475408  0.02450083 -0.07335579 -0.47005679
  0.15856909  0.31254173  0.12762326  0.07917856 -0.75624019 -0.19140237
 -0.55871368 -0.15466997 -0.07109753 -0.1484801  -0.81921566  0.10053503
  0.40241835  0.08354868 -0.30575714 -0.27464751  0.39127365  0.38504805
 -0.10307845 -0.36866502  0.79830375  0.00536616 -0.04204893  0.17262723
 -0.35997364 -0.70826125 -0.57453663 -0.16541844  0.21730348  0.47410404
 -0.69213283  0.14197229  0.15400739 -0.05510224 -0.8706819   0.67694005
  0.25240485  0.98002752  0.39904816  0.29539936 -0.30224197  0.18167604
  0.81049618 -0.01295114 -0.07301049 -0.18198162 -0.17295229 -0.08451352
  0.03450057  0.34556953 -0.51791267  0.15376875  0.27456283 -0.33712177
 -0.3197354   0.31520098 -0.20161615 -0.27092943 -0.35520843 -0.51685795
 -0.24051594  0.08077662 -0.15721393 -0.18620106 -0.19898423  0.47996581
 -0.4458096   0.12739784  0.08993562 -0.0279805  -0.274367    0.01699254
 -0.82422013  0.71984543  0.21864585 -0.12218317 -0.64567979 -0.24013576
  1.11299643 -0.03026714  0.17986598 -0.17865661  0.39438574  0.14783888
 -0.03480515]"
